job_id,title,company,industry,country,remote,experience_level,salary_mid_usd,job_url
job-16,AI/ML Engineer,Yokogawa,Technology,United States,Hybrid,Senior,160000.0,https://bh.linkedin.com/jobs/view/ai-ml-engineer-at-yokogawa-4422413897?position=17&pageNum=0&refId=7o%2BeyhthCVQ8Y7ctGh8EVA%3D%3D&trackingId=%2FekFiY3bOa4EVLeU9hSmiQ%3D%3D
job-17,Artificial Intelligence Engineer,Precision AI,Technology,United States,Hybrid,Senior,160000.0,https://ca.linkedin.com/jobs/view/artificial-intelligence-engineer-at-precision-ai-4401700037?position=18&pageNum=0&refId=7o%2BeyhthCVQ8Y7ctGh8EVA%3D%3D&trackingId=yY5BdUQ7ARyQ62uRktlnLw%3D%3D
job-18,AI Solution Architect,EisnerAmper,Technology,United States,Hybrid,Senior,160000.0,https://www.linkedin.com/jobs/view/ai-solution-architect-at-eisneramper-4430481574?position=19&pageNum=0&refId=7o%2BeyhthCVQ8Y7ctGh8EVA%3D%3D&trackingId=vTzkGZaW1hsog1poyD7wGw%3D%3D
job-19,AI Platform Engineer - Autonomous Agents,Glassbox,Technology,United States,Hybrid,Senior,160000.0,https://uk.linkedin.com/jobs/view/ai-platform-engineer-autonomous-agents-at-glassbox-4426310953?position=20&pageNum=0&refId=7o%2BeyhthCVQ8Y7ctGh8EVA%3D%3D&trackingId=d2Mi943KPviJdGWujOecMQ%3D%3D
job-20,"AI/ML Engineer, Deployed",Brain Co.,Technology,United States,Hybrid,Senior,160000.0,https://ae.linkedin.com/jobs/view/ai-ml-engineer-deployed-at-brain-co-4275229612?position=21&pageNum=0&refId=7o%2BeyhthCVQ8Y7ctGh8EVA%3D%3D&trackingId=d%2FlpWBnfz9jtu2vxLJVSdQ%3D%3D
job-21,AI Systems Engineer,Precision AI,Technology,United States,Hybrid,Senior,160000.0,https://ca.linkedin.com/jobs/view/ai-systems-engineer-at-precision-ai-4429986978?position=22&pageNum=0&refId=7o%2BeyhthCVQ8Y7ctGh8EVA%3D%3D&trackingId=%2FJUGSIaxdnDNNnvNy8HmlQ%3D%3D
job-22,AI Engineer II,Zonda,Technology,United States,Hybrid,Senior,160000.0,https://uk.linkedin.com/jobs/view/ai-engineer-ii-at-zonda-4404122651?position=23&pageNum=0&refId=7o%2BeyhthCVQ8Y7ctGh8EVA%3D%3D&trackingId=KZTSyTpfzz%2BXYQrtcMtIEw%3D%3D
job-23,Gen AI Engineer,Virtusa,Technology,United States,Hybrid,Senior,160000.0,https://www.linkedin.com/jobs/view/gen-ai-engineer-at-virtusa-4426466480?position=24&pageNum=0&refId=7o%2BeyhthCVQ8Y7ctGh8EVA%3D%3D&trackingId=x1gBmoles1DePmVT8QzKag%3D%3D
job-24,AI Engineer,BIP,Technology,United States,Hybrid,Senior,160000.0,https://al.linkedin.com/jobs/view/ai-engineer-at-bip-4399958295?position=25&pageNum=0&refId=7o%2BeyhthCVQ8Y7ctGh8EVA%3D%3D&trackingId=Auu7ZoPKFedkeOCI7X2KfQ%3D%3D
job-25,Generative AI Developer,TextCraft AI,Marketing & Creative Tech,United States,Hybrid,Entry,135000.0,https://www.indeed.com/viewjob?jk=123456abcd
job-26,Lead Data Scientist (NLP),LexisNexis AI Group,Information Services,United Kingdom,Remote,Senior,123825.0,https://www.glassdoor.com/job-listing/lead-data-scientist-nlp_12345
job-27,MLOps Engineer,RunwayX AI,Venture Capital & Startups,United States,On-site,Senior,175000.0,https://wellfound.com/jobs/runwayx-mlops-engineer
job-28,Computer Vision Researcher,Oracle (Team 0),Finance & Banking,Canada,Remote,Mid,88330.0,https://www.linkedin.com/jobs/view/300000
job-29,LLM Software Developer,Qdrant (Team 1),Energy & Utilities,Japan,Remote,Mid,65995.0,https://wellfound.com/jobs/job-300001
job-30,Research Engineer,Cohere (Team 2),Automotive & Robotics,Germany,On-site,Mid,79380.0,https://www.linkedin.com/jobs/view/300002
job-31,Prompt Engineer,Jasper (Team 3),Education & EdTech,India,Remote,Mid,27600.0,https://www.indeed.com/viewjob?jk=300003
job-32,NLP Engineer,Google Brain Research (Team 4),Automotive & Robotics,Netherlands,Hybrid,Mid,111780.0,https://www.indeed.com/viewjob?jk=300004
job-33,Prompt Engineer,Jasper (Team 5),Cybersecurity,Singapore,Remote,Entry,58875.0,https://remoteok.com/remote-jobs/300005
job-34,AI Product Manager,Hugging Face (Team 6),Healthcare & Biotech,Singapore,Hybrid,Mid,81750.0,https://www.glassdoor.com/job-listing/view?id=300006
job-35,Data Scientist,Hugging Face (Team 7),Entertainment & Media,Australia,On-site,Mid,68970.0,https://remoteok.com/remote-jobs/300007
job-36,Deep Learning Specialist,Chroma (Team 8),Retail & E-commerce,United States,Hybrid,Mid,147500.0,https://www.indeed.com/viewjob?jk=300008
job-37,Research Engineer,Snowflake (Team 9),Cybersecurity,Australia,Remote,Mid,65340.0,https://www.linkedin.com/jobs/view/300009
job-38,Data Engineer,Weights & Biases (Team 10),Automotive & Robotics,United States,Remote,Mid,146500.0,https://www.indeed.com/viewjob?jk=300010
job-39,Generative AI Architect,OpenAI Labs (Team 11),Education & EdTech,United Kingdom,On-site,Mid,96520.0,https://wellfound.com/jobs/job-300011
job-40,Machine Learning Engineer,Modal (Team 12),Technology,Singapore,On-site,Senior,120000.0,https://www.linkedin.com/jobs/view/300012
job-41,Deep Learning Specialist,CoreWeave (Team 13),Energy & Utilities,Australia,Remote,Senior,97680.0,https://remoteok.com/remote-jobs/300013
job-42,AI Ethics Consultant,Apple AI (Team 14),Education & EdTech,United States,Hybrid,Mid,133500.0,https://www.indeed.com/viewjob?jk=300014
job-43,AI Ethics Consultant,Qdrant (Team 15),Cybersecurity,United Kingdom,On-site,Mid,92075.0,https://www.linkedin.com/jobs/view/300015
job-44,AI Product Manager,Inflection AI (Team 16),Cybersecurity,Switzerland,Hybrid,Senior,177840.0,https://www.linkedin.com/jobs/view/300016
job-45,AI Ethics Consultant,ElevenLabs (Team 17),Logistics & Supply Chain,Japan,On-site,Senior,116245.0,https://www.linkedin.com/jobs/view/300017
job-46,Data Scientist,LangChain (Team 18),Entertainment & Media,India,Hybrid,Mid,28800.0,https://www.indeed.com/viewjob?jk=300018
job-47,Computer Vision Engineer,Weights & Biases (Team 19),Automotive & Robotics,Switzerland,On-site,Mid,122550.0,https://www.indeed.com/viewjob?jk=300019
job-48,LLM Software Developer,Snowflake (Team 20),Healthcare & Biotech,Singapore,Hybrid,Mid,79125.0,https://www.indeed.com/viewjob?jk=300020
job-49,Generative AI Architect,Midjourney (Team 21),Technology,Germany,Hybrid,Mid,99900.0,https://www.linkedin.com/jobs/view/300021
job-50,Prompt Engineer,Apex Data Systems (Team 22),Energy & Utilities,India,Hybrid,Entry,15600.0,https://wellfound.com/jobs/job-300022
job-51,ML Infrastructure Engineer,Modal (Team 23),Energy & Utilities,Singapore,Hybrid,Mid,84750.0,https://www.linkedin.com/jobs/view/300023
job-52,Generative AI Architect,Synthesia (Team 24),Energy & Utilities,United Kingdom,Remote,Senior,149225.0,https://www.linkedin.com/jobs/view/300024
job-53,AI Research Scientist,Defensive AI (Team 25),Education & EdTech,Australia,Remote,Mid,67320.0,https://www.indeed.com/viewjob?jk=300025
job-54,ML Platform Developer,Hugging Face (Team 26),Cybersecurity,Switzerland,Remote,Senior,186960.0,https://www.indeed.com/viewjob?jk=300026
job-55,MLOps Engineer,Apple AI (Team 27),Logistics & Supply Chain,Ireland,On-site,Mid,113940.0,https://www.glassdoor.com/job-listing/view?id=300027
job-56,AI Ethics Consultant,Midjourney (Team 28),Education & EdTech,India,On-site,Mid,21000.0,https://www.indeed.com/viewjob?jk=300028
job-57,ML Infrastructure Engineer,Groq Labs (Team 29),Finance & Banking,Australia,Hybrid,Mid,68970.0,https://www.linkedin.com/jobs/view/300029
job-58,AI Ethics Consultant,Anthropic Partners (Team 30),Automotive & Robotics,Canada,Hybrid,Entry,58765.0,https://www.linkedin.com/jobs/view/300030
job-59,AI Solutions Architect,Defensive AI (Team 31),Healthcare & Biotech,Canada,Remote,Entry,62415.0,https://remoteok.com/remote-jobs/300031
job-60,Deep Learning Specialist,Run.AI (Team 32),Logistics & Supply Chain,United Kingdom,Remote,Senior,153035.0,https://www.indeed.com/viewjob?jk=300032
job-61,AI Product Manager,Oracle (Team 33),Healthcare & Biotech,Australia,Hybrid,Senior,100650.0,https://www.indeed.com/viewjob?jk=300033
job-62,NLP Engineer,AMD (Team 34),Logistics & Supply Chain,United States,Remote,Mid,150500.0,https://www.linkedin.com/jobs/view/300034
job-63,Deep Learning Specialist,Weights & Biases (Team 35),Education & EdTech,Japan,Remote,Senior,97150.0,https://wellfound.com/jobs/job-300035
job-64,AI Ethics Consultant,LlamaIndex (Team 36),Logistics & Supply Chain,Germany,Hybrid,Senior,124200.0,https://www.linkedin.com/jobs/view/300036
job-65,AI Research Scientist,Writer (Team 37),Entertainment & Media,Japan,On-site,Entry,49580.0,https://www.indeed.com/viewjob?jk=300037
job-66,Computer Vision Engineer,Nvidia Corp (Team 38),Energy & Utilities,United States,Remote,Senior,250500.0,https://www.linkedin.com/jobs/view/300038
job-67,AI Product Manager,Microsoft Research (Team 39),Retail & E-commerce,Singapore,Remote,Senior,114375.0,https://www.linkedin.com/jobs/view/300039
job-68,Deep Learning Specialist,Apex Data Systems (Team 40),Energy & Utilities,United States,Hybrid,Senior,235000.0,https://wellfound.com/jobs/job-300040
job-69,Prompt Engineer,Apex Data Systems (Team 41),Retail & E-commerce,Germany,On-site,Mid,91260.0,https://www.glassdoor.com/job-listing/view?id=300041
job-70,Prompt Engineer,LlamaIndex (Team 42),Automotive & Robotics,Australia,Hybrid,Mid,64680.0,https://www.indeed.com/viewjob?jk=300042
job-71,LLM Software Developer,Groq Labs (Team 43),Energy & Utilities,Switzerland,Remote,Mid,120270.0,https://www.linkedin.com/jobs/view/300043
job-72,ML Platform Developer,Tesla Autopilot (Team 44),Education & EdTech,Australia,On-site,Mid,65340.0,https://www.indeed.com/viewjob?jk=300044
job-73,AI Solutions Architect,Chroma (Team 45),Entertainment & Media,Germany,Remote,Mid,86400.0,https://www.indeed.com/viewjob?jk=300045
job-74,Prompt Engineer,Synthesia (Team 46),Healthcare & Biotech,Australia,Remote,Entry,50160.0,https://www.linkedin.com/jobs/view/300046
job-75,Computer Vision Researcher,Pinecone (Team 47),Education & EdTech,Ireland,Remote,Mid,111780.0,https://www.indeed.com/viewjob?jk=300047
job-76,ML Infrastructure Engineer,Hugging Face (Team 48),Cybersecurity,India,Remote,Mid,25200.0,https://www.linkedin.com/jobs/view/300048
job-77,AI Ethics Consultant,Nvidia Corp (Team 49),Automotive & Robotics,United States,Hybrid,Senior,236000.0,https://www.glassdoor.com/job-listing/view?id=300049
job-78,MLOps Engineer,Stability AI (Team 50),Cybersecurity,Australia,Hybrid,Mid,73260.0,https://www.linkedin.com/jobs/view/300050
job-79,LLM Software Developer,Anthropic Partners (Team 51),Logistics & Supply Chain,Netherlands,Remote,Entry,79380.0,https://remoteok.com/remote-jobs/300051
job-80,AI Ethics Consultant,Anyscale (Team 52),Education & EdTech,Canada,Remote,Senior,117895.0,https://www.linkedin.com/jobs/view/300052
job-81,Deep Learning Specialist,Microsoft Research (Team 53),Entertainment & Media,India,On-site,Mid,30600.0,https://www.linkedin.com/jobs/view/300053
job-82,Machine Learning Engineer,Amazon Web Services (Team 54),Automotive & Robotics,Australia,On-site,Senior,111540.0,https://www.indeed.com/viewjob?jk=300054
job-83,NLP Engineer,Bionic Informatics (Team 55),Retail & E-commerce,Singapore,Hybrid,Mid,77625.0,https://www.linkedin.com/jobs/view/300055
job-84,MLOps Engineer,Intel AI (Team 56),Education & EdTech,India,Remote,Senior,46800.0,https://www.linkedin.com/jobs/view/300056
job-85,Research Engineer,Adobe (Team 57),Retail & E-commerce,Australia,Hybrid,Mid,69300.0,https://www.indeed.com/viewjob?jk=300057
job-86,MLOps Engineer,Snowflake (Team 58),Retail & E-commerce,Australia,Remote,Senior,94380.0,https://www.glassdoor.com/job-listing/view?id=300058
job-87,Prompt Engineer,Perplexity AI (Team 59),Finance & Banking,Australia,Remote,Senior,95370.0,https://www.indeed.com/viewjob?jk=300059
job-88,Research Engineer,Salesforce (Team 60),Finance & Banking,India,On-site,Mid,22800.0,https://www.indeed.com/viewjob?jk=300060
job-89,Computer Vision Researcher,Pinecone (Team 61),Finance & Banking,France,Hybrid,Entry,80460.0,https://www.indeed.com/viewjob?jk=300061
job-90,Computer Vision Researcher,Defensive AI (Team 62),Finance & Banking,Netherlands,Remote,Mid,116100.0,https://www.indeed.com/viewjob?jk=300062
job-91,Machine Learning Engineer,DeepMind-Spinout Partners (Team 63),Technology,India,On-site,Senior,54600.0,https://www.linkedin.com/jobs/view/300063
job-92,AI Ethics Consultant,LangChain (Team 64),Education & EdTech,United States,Hybrid,Mid,151000.0,https://www.linkedin.com/jobs/view/300064
job-93,Research Engineer,CoreWeave (Team 65),Technology,Netherlands,Hybrid,Senior,174960.0,https://www.linkedin.com/jobs/view/300065
job-94,LLM Software Developer,Perplexity AI (Team 66),Retail & E-commerce,Switzerland,Remote,Entry,81510.0,https://remoteok.com/remote-jobs/300066
job-95,Prompt Engineer,Bionic Informatics (Team 67),Finance & Banking,Netherlands,Hybrid,Entry,81540.0,https://www.indeed.com/viewjob?jk=300067
job-96,Deep Learning Specialist,Run.AI (Team 68),Finance & Banking,Germany,Hybrid,Senior,131220.0,https://www.linkedin.com/jobs/view/300068
job-97,NLP Engineer,CoreWeave (Team 69),Entertainment & Media,Australia,Remote,Mid,67320.0,https://wellfound.com/jobs/job-300069
job-98,Prompt Engineer,Chroma (Team 70),Technology,Germany,Remote,Mid,90720.0,https://www.linkedin.com/jobs/view/300070
job-99,Computer Vision Researcher,Hugging Face (Team 71),Energy & Utilities,India,Hybrid,Senior,60600.0,https://www.glassdoor.com/job-listing/view?id=300071
job-100,NLP Engineer,Apple AI (Team 72),Technology,Netherlands,On-site,Senior,173880.0,https://www.indeed.com/viewjob?jk=300072
job-101,Data Scientist,CyberNetica Labs (Team 73),Automotive & Robotics,Canada,On-site,Mid,91250.0,https://www.glassdoor.com/job-listing/view?id=300073
job-102,MLOps Engineer,Scale AI (Team 74),Finance & Banking,Singapore,Remote,Mid,83625.0,https://www.linkedin.com/jobs/view/300074
job-103,ML Infrastructure Engineer,IBM Watson (Team 75),Automotive & Robotics,Japan,Remote,Mid,74370.0,https://www.linkedin.com/jobs/view/300075
job-104,LLM Software Developer,Run.AI (Team 76),Entertainment & Media,Netherlands,Hybrid,Mid,112860.0,https://www.linkedin.com/jobs/view/300076
job-105,Prompt Engineer,Defensive AI (Team 77),Technology,France,Remote,Entry,72360.0,https://www.linkedin.com/jobs/view/300077
job-106,Machine Learning Engineer,Google Brain Research (Team 78),Healthcare & Biotech,France,Hybrid,Mid,105840.0,https://www.indeed.com/viewjob?jk=300078
job-107,Machine Learning Engineer,CoreML Solutions (Team 79),Energy & Utilities,India,On-site,Senior,54000.0,https://www.linkedin.com/jobs/view/300079
job-108,AI Ethics Consultant,Groq Labs (Team 80),Healthcare & Biotech,Australia,Hybrid,Senior,93390.0,https://www.indeed.com/viewjob?jk=300080
job-109,Machine Learning Engineer,ElevenLabs (Team 81),Education & EdTech,Canada,Hybrid,Entry,63145.0,https://wellfound.com/jobs/job-300081
job-110,Machine Learning Engineer,Mistral Systems (Team 82),Healthcare & Biotech,Japan,Hybrid,Entry,50920.0,https://www.linkedin.com/jobs/view/300082
job-111,Research Engineer,Apex Data Systems (Team 83),Technology,India,Hybrid,Senior,60600.0,https://www.glassdoor.com/job-listing/view?id=300083
job-112,Prompt Engineer,Adobe (Team 84),Technology,France,Hybrid,Mid,115020.0,https://www.glassdoor.com/job-listing/view?id=300084
job-113,Deep Learning Specialist,DeepMind-Spinout Partners (Team 85),Automotive & Robotics,Japan,Hybrid,Mid,76715.0,https://wellfound.com/jobs/job-300085
job-114,NLP Research Scientist,Salesforce (Team 86),Entertainment & Media,Germany,Hybrid,Senior,135540.0,https://www.linkedin.com/jobs/view/300086
job-115,ML Infrastructure Engineer,Run.AI (Team 87),Technology,Netherlands,Hybrid,Mid,119340.0,https://www.indeed.com/viewjob?jk=300087
job-116,Data Engineer,OpenAI Labs (Team 88),Automotive & Robotics,Ireland,Remote,Entry,78840.0,https://www.linkedin.com/jobs/view/300088
job-117,AI Product Manager,Together AI (Team 89),Logistics & Supply Chain,Ireland,On-site,Senior,151740.0,https://www.indeed.com/viewjob?jk=300089
job-118,Prompt Engineer,Defensive AI (Team 90),Healthcare & Biotech,Canada,Remote,Mid,78475.0,https://www.indeed.com/viewjob?jk=300090
job-119,AI Solutions Architect,Defensive AI (Team 91),Technology,United States,On-site,Entry,102500.0,https://www.indeed.com/viewjob?jk=300091
job-120,ML Platform Developer,Weights & Biases (Team 92),Logistics & Supply Chain,Australia,Hybrid,Mid,71940.0,https://wellfound.com/jobs/job-300092
job-121,Computer Vision Engineer,Hugging Face (Team 93),Logistics & Supply Chain,India,Hybrid,Mid,32400.0,https://www.indeed.com/viewjob?jk=300093
job-122,ML Infrastructure Engineer,Groq Labs (Team 94),Entertainment & Media,Australia,Hybrid,Mid,76230.0,https://www.indeed.com/viewjob?jk=300094
job-123,NLP Engineer,Salesforce (Team 95),Entertainment & Media,United States,On-site,Mid,144000.0,https://www.linkedin.com/jobs/view/300095
job-124,Data Scientist,Jasper (Team 96),Finance & Banking,India,Remote,Mid,24600.0,https://www.glassdoor.com/job-listing/view?id=300096
job-125,Data Engineer,Intel AI (Team 97),Education & EdTech,Japan,Hybrid,Mid,76380.0,https://www.indeed.com/viewjob?jk=300097
job-126,LLM Software Developer,Bionic Informatics (Team 98),Energy & Utilities,Australia,On-site,Senior,106920.0,https://www.linkedin.com/jobs/view/300098
job-127,AI Solutions Architect,Tesla Autopilot (Team 99),Education & EdTech,Australia,Hybrid,Mid,70950.0,https://www.linkedin.com/jobs/view/300099
job-128,Prompt Engineer,Weights & Biases (Team 100),Technology,India,Hybrid,Senior,60000.0,https://www.indeed.com/viewjob?jk=300100
job-129,AI Solutions Architect,DeepMind-Spinout Partners (Team 101),Logistics & Supply Chain,Canada,Remote,Entry,63510.0,https://www.linkedin.com/jobs/view/300101
job-130,LLM Software Developer,Pinecone (Team 102),Entertainment & Media,United Kingdom,Hybrid,Senior,147320.0,https://www.linkedin.com/jobs/view/300102
job-131,NLP Research Scientist,Inflection AI (Team 103),Education & EdTech,Canada,On-site,Mid,78475.0,https://www.linkedin.com/jobs/view/300103
job-132,MLOps Engineer,Oracle (Team 104),Retail & E-commerce,United States,On-site,Senior,228000.0,https://www.linkedin.com/jobs/view/300104
job-133,Prompt Engineer,Snowflake (Team 105),Finance & Banking,Switzerland,Remote,Mid,111150.0,https://www.linkedin.com/jobs/view/300105
job-134,AI Ethics Consultant,Pinecone (Team 106),Finance & Banking,France,Remote,Mid,125820.0,https://www.linkedin.com/jobs/view/300106
job-135,Research Engineer,Stability AI (Team 107),Logistics & Supply Chain,Australia,Remote,Mid,66330.0,https://www.linkedin.com/jobs/view/300107
job-136,Prompt Engineer,Perplexity AI (Team 108),Healthcare & Biotech,Germany,Hybrid,Mid,93420.0,https://www.linkedin.com/jobs/view/300108
job-137,AI Product Manager,Jasper (Team 109),Finance & Banking,Japan,Hybrid,Entry,45225.0,https://www.linkedin.com/jobs/view/300109
job-138,Computer Vision Researcher,Salesforce (Team 110),Automotive & Robotics,Singapore,Remote,Entry,55125.0,https://www.indeed.com/viewjob?jk=300110
job-139,ML Platform Developer,Run.AI (Team 111),Automotive & Robotics,Germany,On-site,Senior,133380.0,https://www.indeed.com/viewjob?jk=300111
job-140,Data Engineer,LangChain (Team 112),Technology,Netherlands,On-site,Senior,182520.0,https://www.linkedin.com/jobs/view/300112
job-141,NLP Engineer,Qdrant (Team 113),Retail & E-commerce,Germany,Remote,Mid,88560.0,https://www.indeed.com/viewjob?jk=300113
job-142,Data Engineer,Amazon Web Services (Team 114),Entertainment & Media,United Kingdom,Remote,Entry,67310.0,https://wellfound.com/jobs/job-300114
job-143,Machine Learning Engineer,Oracle (Team 115),Entertainment & Media,Switzerland,Remote,Mid,123690.0,https://wellfound.com/jobs/job-300115
job-144,Deep Learning Specialist,Anthropic Partners (Team 116),Automotive & Robotics,Netherlands,Remote,Senior,168480.0,https://www.linkedin.com/jobs/view/300116
job-145,ML Infrastructure Engineer,Google Brain Research (Team 117),Logistics & Supply Chain,Switzerland,On-site,Mid,113430.0,https://www.linkedin.com/jobs/view/300117
job-146,Data Scientist,CoreML Solutions (Team 118),Energy & Utilities,France,Remote,Senior,160380.0,https://www.linkedin.com/jobs/view/300118
job-147,AI Research Scientist,Meta AI (Team 119),Technology,Canada,Hybrid,Senior,122275.0,https://www.indeed.com/viewjob?jk=300119
job-148,AI Product Manager,Databricks (Team 120),Automotive & Robotics,India,Remote,Mid,25200.0,https://remoteok.com/remote-jobs/300120
job-149,Computer Vision Engineer,CoreWeave (Team 121),Automotive & Robotics,United States,Remote,Mid,140500.0,https://www.linkedin.com/jobs/view/300121
job-150,Prompt Engineer,Mistral Systems (Team 122),Cybersecurity,Canada,Remote,Entry,61320.0,https://www.linkedin.com/jobs/view/300122
job-151,ML Infrastructure Engineer,CoreML Solutions (Team 123),Technology,United Kingdom,Remote,Entry,70485.0,https://www.linkedin.com/jobs/view/300123
job-152,ML Infrastructure Engineer,Scale AI (Team 124),Technology,United States,Hybrid,Entry,96500.0,https://www.linkedin.com/jobs/view/300124
job-153,ML Infrastructure Engineer,Voxel51 (Team 125),Technology,France,Remote,Mid,103680.0,https://www.linkedin.com/jobs/view/300125
job-154,Computer Vision Engineer,Meta AI (Team 126),Education & EdTech,Singapore,Hybrid,Senior,124125.0,https://www.linkedin.com/jobs/view/300126
job-155,NLP Research Scientist,Hugging Face (Team 127),Retail & E-commerce,Switzerland,Hybrid,Mid,121410.0,https://www.linkedin.com/jobs/view/300127
job-156,MLOps Engineer,Defensive AI (Team 128),Technology,India,Remote,Entry,14400.0,https://www.glassdoor.com/job-listing/view?id=300128
job-157,AI Ethics Consultant,CyberNetica Labs (Team 129),Logistics & Supply Chain,United States,Remote,Mid,148000.0,https://www.indeed.com/viewjob?jk=300129
job-158,ML Platform Developer,CyberNetica Labs (Team 130),Cybersecurity,Netherlands,Remote,Senior,169560.0,https://www.linkedin.com/jobs/view/300130
